user_id,question_id,question_title,question_text,answer_id,answer_score,answer_text,user_tag_score,popularity
2970947,20233780,Object Pool Pattern in Java,"So I've implemented my own Object Pool Pattern and it works just fine and as expected. Returning my ""Teacher"" objects from a list and creating them when there aren't any.
My question: The object being returned ""Teacher"" then needs to be casted into one of its sub classes which is specialised e.g. ""Biology-Teacher"". 
What is the best way to get this kind of functionality? 
Edit:
Sorry, I didn't think code was needed but here goes.
Below is the casting I was talking about. This throws a run-time exception which is my main problem.

This is the code inside of my getTeacher() method.

At the moment the only objects in the pool are ""Teachers"" so I only need to check if there are any in the pool. Note: I'm not keeping track of the objects in use, just the ones in my pool, its part of the requirements but I appreciate the advice. 
",20234459,2,"If your Object Pool is actually returning instances of type Bio-Teacher, then yes

You might also try adding a Bio-Teacher constructor that takes a  and then you could

",214,8
2970947,20252715,How to use the NoSuchElementException in Iterator.next()?,"I wonder why the Iterator.next() throws a NoSuchElementException. Usually if you use an iterator you will do something like:

which will be compiled as

But why is the next() method  to throw a NoSuchElementException?
So let us call the hasNext() method in the next() method like below:

But then I detect following problem: The hasNext() method will be called twice in each iteration. First it is called from the method which uses the iterator and then a second time by the next() method. This costs unnecessary computing time. Is this intention or just a design oversight by the authors of the Iterator interface?
",20252839,1,"The  might throw NoSuchElementException for a few reasons, but the most obvious is the caller not invoking  or ignoring the result.
",214,8
2970947,19995247,proxy design pattern using reflection,"I came across the code given below from the following link: http://javapapers.com/design-patterns/proxy-design-pattern/
I am failing to understand the following piece of code:

Can someone please provide some resource/pointer to help me understand, as i have not done any work on reflection.

",19995396,0,"What does that mean? It creates a new Object (the return type), using the ClassLoader and Interfaces of the class to be Proxy-ed. Finally it creates a new AnimalInvocationHandler which then delegates (i.e. calls) to the Proxy-ed object.
From Proxy -

static Object   newProxyInstance(ClassLoader loader, Class[] interfaces, InvocationHandler h)
     Returns an instance of a proxy class for the specified interfaces that dispatches method invocations to the specified invocation handler.

""proxy"" wraps ""lion"" and acts like a lion, even though it's not a ""lion"".
Finally, perhaps this picture will clarify the relationship(s) involved - 

",214,8
2970947,35111005,"class design in a little java, a little pattern?","I am reading A Little Java, A Few Patterns recently, Chapter 3 introduce  class and some its subclasses. It looks strange to me that ,  and  class are defined as subclass of 
Apparently, those are ingredients of a pizza, and the relation between those ingredients and a pizza is  not .
So why those ingredients class are defined as subclass of  ? 
FYI, code snippet below is the class structure used in this book.

",35111043,1,"They sound like they might be described as types of ; which would make it a is-a relationship (a mushroom pizza is a pizza).
",214,8
2970947,26285520,Implementing Singleton with an Enum (in Java),"I have read that it is possible to implement  in Java using an  such as:

But, how does the above work? Specifically, an  has to be instantiated. Here, how is  being instantiated? Who is doing ?
",26285591,198,"This,

has an implicit empty constructor. Make it explicit instead,

If you then added another class with a  method like

You would see

 fields are compile time constants, but they are instances of their  type. And, they're constructed when the enum type is referenced for the first time.
",214,8
2970947,25540019,Design Pattern in real world,"I am learning design pattern from Head first book and I understood most of them. But when I try to apply in real world, it becomes more difficult. In every example, it has created lot of sub classes. But do we really create so much classes in real time projects?
E.g. Consider an example of Bank Account
Approach 1: 

When I map these classes with database, using Hibernate using one of the inheritance strategy, e.g. table per sub class, I will end up with three tables. Account, Saving_account and Current_account.
Advantage: I can call operation1() depending on the type of object using polymorphism.
Disadvantage: more tables and classes. If project is more complex and big, It will end up with thousands of classes.
Approach 2:

I need only 1 table for this approach called Account. And ""type"" field will identify the type of the account.
Advantage: Only 1 table and class.
Disadvantage: I will lose Object oriented world and every place I have to put the condition as below.

As per theory, approach 1 is correct and best. But currently in my project, approach 2 is used. My project is not banking. I took it as an example for the simplicity.
I know this is very basic question. But due to my current project implementation, I could not stop myself asking this question.
EDIT: maintainability of approach 1 is more better than approach 2.
",25540576,0,"In Java we can have  (not ), but even better would be an  type (that way we could have add a Money Market Account or a Platinum Preferred Savings Account, possibly without re-implementing the caller code). Something like,

And with an  you can safely use  for equality, while doing  with a  is asking for trouble. That is

will function as you would expect. Finally, it would be better to try and avoid the  chains and instead encapsulate whatever you plan to do with the account type into the enum itself when you can. For example,

",214,8
2970947,49441452,Throws IOException on Singleton Design Pattern,"I am writing code which initially used static objects to hold data. I realized this was a code smell and have decided to implement the Singleton Design Pattern. 
I have one object that throws an IOException and I am unable to initialize it when its being declared as a class variable. I have attached the code below. 
Thank you 

",49451431,0,"One, your post does not contain a  - a  makes certain there is only a single instance of the class - and instead of having all of those  fields, they can be instance fields; because there is only one instance with a . Finally, since you mention that your  constructor might throw  you could initialize that field lazily and wrap it with a try-catch. Like,

",214,8
2970947,58210733,override value of instance variable based on user string,"I am building a java based web app with a class (being created per request) that does some computation based on configured member variables. I want to make it possible for the user to experiment by changing the value of any of these instance variables by sending it as a GET param. 
For eg:

Suppose this is my class. I create an object of this class for every request and call the doMul function with the use supplied value of n. I want to build a generic framework where the user can send a GET param to override the value of this factor for a particular request (example format being ""?n=10&factor=2"").
What would be a good design for this use case? On option i can think of is to read values of pre-defined params like 'factor' and then use if-else to set the instance variable. Is there something more generic to be used here?
",58210756,0,"You could add a function to mutate , but then you would have to mutate it back before calling it with the default. I would suggest making  a parameter and adding a default for the current form of the API. Also, you forgot the return type  on the  function. Like,

",214,8
2970947,20988010,Coding to Interface not to Implementation,"According to the Designing principle,""Coding to interface not to implementation"".
I come up with a doubt by designing simple program.As a beginner i have this question which is given below,

Uncomment the lines on the above code ,which is the coding to interface List design.
But designing as per the design pattern,i got the compile error.
whether this error is violating the designing principle in java or I have misunderstood the concept.so Just give me good explanation to recover from this.
Thank You 
",20988104,0,"You should specify your generic types, and check your variable names -

Which outputs

",214,8
2970947,24860796,"Create multiple instances of a class, but keep them unique based on a specific attribute (multiple &quot;singletons&quot;)","I'm rather new to Java and struggling about following:
I have a class that creates objects, in which different data (lists) are kept. The data is always assigned to one very identifier (attribute):

I now need to have one object per identifier (X, Y, Z, etc.) but only one. It should not be possible to instantiate two objects with identifier X.
Also, i need to be able to access those objects from other objects. How do I keep ""hold"" of them?
The internals of those objects is always the same, only the identifier is different and of course the values in the ArrayList.
Is there some kind of ""multiple singleton pattern"" or a combination of different patterns?
",24860879,1,"
Is there some kind of ""multiple singleton pattern"" or a combination of different patterns?

Yes, the multiton pattern. Which (from Wikipedia) is,

In software engineering, the multiton pattern is a design pattern similar to the singleton, which allows only one instance of a class to be created. The multiton pattern expands on the singleton concept to manage a map of named instances as key-value pairs.


",214,8
2970947,28734827,Java Singleton Design Pattern implementation,"Can the implementation for a Singleton class can be as simple as below :

Over :

Which is the better of the above implementations & why?
One thing that I observed is for the first implementation above the object constructor gets called before the static block if any.
Also if there is a thread-safe version of the 2nd implementation (may be a double null check and synchronized block), which should be preferred ?
",28734941,1,"Yes. And you can use that first version, but I would suggest you use an . Wikipedia's entry on  says

In the second edition of his book Effective Java, Joshua Bloch claims that a single-element enum type is the best way to implement a singleton for any Java that supports enums.

Something like

",214,8
2970947,28824066,Java nested for while loops,"I am having troubles with nested while loops in a for loop. I understand the nested for loop:

When it comes to a while loop inside a for loop I'm kinda lost, can someone explain it to me?

",28824158,1,"Well, first your  loop(s) could be written like

Next, let's look at the three parts of a  loop (from the Wikipedia link)

We can move that to a  loop like

As a single practical example,

",214,8
2970947,52336330,Design Pattern for database connection,"Recently, I had an interview with cognizant. During the interview they asked me write a singleton design pattern, Which I did. After that they asked me 'ok, now tell us where you can use singleton ? ' I said 'to manage database connection'.
They were not satisfied with my answer and they asked ' ok, so can you manage 1 million users accessing your database with singleton pattern?' and I was speechless cause I didn't know the answer. 
I want to know which design pattern is best for database connection? if i have to mange more than 10000 user connections to my database how can i do that? 
I would really appreciate if you guys can help me with this topic. 
Thank you
",52336427,2,"where you can use singleton ? where you would normally use a global. if it should be a named (or keyed) then use the multiton variant. As for the ""best"" design pattern for database connections, I would suggest the Object pool pattern. In the case of database connections specifically, an implementation of such is normally called a Connection Pool.
",214,8
2970947,21166956,Design pattern for handling app configuration,"I have a configuration file in following format : 

pseudocode in app logic : 

Is there pattern to handle this kind of configuration ? So instead of conditional statements use something else ? 
",21167097,1,"There are several patterns you might use, I might use an Interpreter pattern, 

or a Command pattern

or a Strategy pattern

",214,8
2970947,26694376,Pattern for Operation that needs data from an entire Composition Hierarchy,"I'm exporting data from a composition hierarchy in a way that ""flattens"" out the data. So for example, I have 4 classes, each one has a collection of the next one down in the hierarchy:
SchoolData -> StudentData -> ExamRecord
I want to export it in a flattened way such that some aspect of

where the date and grade are members of examrecord, the student's name is a string member  of StudentData, and the school name is a string member of SchoolData. 
Obviously I could implement the appropriate getters and pull up all the data to a top-level function call which prints out everything, but I'm wondering if there's a more elegant way to do this.
I'm using C++, but the language shouldn't matter that much.
",26694407,3,"Sounds like a Visitor pattern; from the linked Wikipedia entry, the visitor design pattern is a way of separating an algorithm from an object structure on which it operates.

Edit Based on comment below, here is a complete example with test framework.

Output is (as requested),

Of course, there are other ways to solve this particular problem.
",214,8
2970947,50091760,Design pattern for calling different functions for different instances,"I have a java code like this-

Class1, Class2 and Class3 are actually DTO's and they are children of Sample, so I don't want to write business logic in DTO's.
I want to write the logic of method1, mehtod2 and method3 in a different class. Is there a design pattern for that. 
I am using spring MVC.
Basically, I am looking for some non-java technique to call the appropriate based on the instance instead of checking with instanceOf every single time.
",50091848,2,"Define a  interface and implement the common interface in ,  and  - delegate to ,  or  as appropriate in the implementation in those classes. Program to the common interface.

",214,8
1422920,20538970,Show that a parameter of a method serves as return value,"Is there a way to show that a parameter of a method serves as return value?
If I want to return one value it is no problem:

It's easy to see that the method returns a set.
But if I want a method to return two values I need a workaround:

These two pieces of code are just examples to illustrate my question and they have no practical use. 
However, I want to make it obvious to the user that this set () was manipulated as well. It is common practice to put a ""final"" in front of parameters that are not manipulated within a method, but this is not done consequently, not even in Java standard classes. 
So, how do I show that  is manipulated within the method, without just mentioning it in the java doc comments. Are there any conventions?
",20539096,1,"What you want to is do a pass by reference to your method arguments. That does not happen in Java. Java does a pass by value. 
",1,2
2934902,20538970,Show that a parameter of a method serves as return value,"Is there a way to show that a parameter of a method serves as return value?
If I want to return one value it is no problem:

It's easy to see that the method returns a set.
But if I want a method to return two values I need a workaround:

These two pieces of code are just examples to illustrate my question and they have no practical use. 
However, I want to make it obvious to the user that this set () was manipulated as well. It is common practice to put a ""final"" in front of parameters that are not manipulated within a method, but this is not done consequently, not even in Java standard classes. 
So, how do I show that  is manipulated within the method, without just mentioning it in the java doc comments. Are there any conventions?
",20539159,0,"I am speaking of a work around.
Since you are passing the set, and the method is also returning a set. So you can compare them in your calling method whether something has been changed or not.
 (you can achieve comparison by  or )
",0,1
3082272,20538970,Show that a parameter of a method serves as return value,"Is there a way to show that a parameter of a method serves as return value?
If I want to return one value it is no problem:

It's easy to see that the method returns a set.
But if I want a method to return two values I need a workaround:

These two pieces of code are just examples to illustrate my question and they have no practical use. 
However, I want to make it obvious to the user that this set () was manipulated as well. It is common practice to put a ""final"" in front of parameters that are not manipulated within a method, but this is not done consequently, not even in Java standard classes. 
So, how do I show that  is manipulated within the method, without just mentioning it in the java doc comments. Are there any conventions?
",20539226,1,"You can't really mark a parameter as IN or IN/OUT. You could write a more cleaner code, having your two return parameters in a new class. So you have both return parameters as the one and only return parameter:

",1,2
1252434,20538970,Show that a parameter of a method serves as return value,"Is there a way to show that a parameter of a method serves as return value?
If I want to return one value it is no problem:

It's easy to see that the method returns a set.
But if I want a method to return two values I need a workaround:

These two pieces of code are just examples to illustrate my question and they have no practical use. 
However, I want to make it obvious to the user that this set () was manipulated as well. It is common practice to put a ""final"" in front of parameters that are not manipulated within a method, but this is not done consequently, not even in Java standard classes. 
So, how do I show that  is manipulated within the method, without just mentioning it in the java doc comments. Are there any conventions?
",20539452,2,"It is not directly possible in Java.
Java uses pass by value. Objects and Arrays are actually pointers, so even though it looks like pass by reference, actually the reference is passed as value. This means you can modify the object, but not the reference to it.
 is not used that much, because it merely states that the pointer cannot be modified, but the object it points to can. Thus there is not much use to declare arguments to methods as  in a public interface. It is a nice safeguard in the actual implementation, though. In short:  and Java has no equivalent of .
Even though you can technically only return one object, nothing stops you from returning a container that wraps several new objects into one.
If you just want to (internally) document which objects are modified you can use annotations to mark parameters as e.g.  or . These are not part of the standard or any library I know, though there might very well exist one. Even if not, you can still define your own annotations.
",3,3
1252434,18912607,Having trouble with strategy pattern and writing multiple classes to text file,"I have multiple classes whose properties need to be written to a text file. Since each class has different properties each requires a different algorithm to write. I'm trying to use a strategy pattern for this but it doesn't seem to be working out - don't know if this is even the correct pattern to use?

This is where im having trouble with my design, how would I pass the object into the concrete strategy?

.

.

.

So then I can just simply do something like this:

Then the ClassA.txt should have the following: ""one|two|three""
",18913502,1,"You could use a generic interface for the parser.

As Pitelk mentioned, the map of object and parser seems wrong. Instead you'll want to use a map of class to parser:

Besides: creating instances of all parser implementations in the constructor of  is unnecessary overhead. You could create only the needed instance using an  /  chain and  or  in the constructor or make the map a static member of your class.
 then becomes:

The compiler will generate a warning about unchecked casts. But if used correctly, i.e.  returns a compatible parser, it can be ignored or suppressed.
",3,3
1252434,9823697,how can I identify the type of object at runtime?,"classes:

At runtime, how can I know if a given Object in variants[] is of Type  or  without doing something of the sorts of:

This question stems from a design question I asked here
",9823832,0,"You can use the  operator for this:

However, usually you shouldn't need it. There are few good reasons to use  to differentiate between classes, but usually the subclasses themselves should provide the different functionality needed through their common super class' interface.
",3,3
945456,20545265,Is this the Service Locator Anti Pattern and a poor solution?,"I have implemented a solution that has some core reusable classes that are easily registered and resolved using StructureMap.  I then have an abstract factory to load additional families of products at runtime.
If I have a StructureMap registries like this one:

There may be a version for ,  and so on.
My abstract factory then loads the correct named instance like this:

At runtime there is a processor class that has a concrete factory injected like this:

A concrete factory then exists for each product:

EDIT
The classes loaded in the factory are used by other classes that are Product agnostic - but they need to inject  or  behaviour.

I'm not exactly sure if this a  and I'm new to  and more advance  in general. 
With this solution I think I have enforced a core algorithm and reused code where appropriate.  
I also think that it is extensible as  can easily be added without changing existing code.
The solution also has very good code coverage and the tests are very simple.
So, bottom line is:  I am fairly happy with this solution but a colleague has questioned it, specificly around using  to load named instances and he said it looks like the .
Is he correct?  
If so, can anyone point out the downsides of this solution and how I might go about improving it?
",20546423,0,"He's partially correct. Given a good DI container it is possible to register all your components and resolve the root object in your object tree... the DI container handles creating all the dependency for the root object (recursively) and creates the whole object tree for you. Then you can throw the DI container away. The nice thing about doing it that way is all references to DI container are confined to the entry-point of your app.
However, you are at least one step ahead of the curve since you didn't resolve dependencies in the constructor (or somewhere else) of the object using them, but instead resolved those in the factory and passed them in to the objects that need them via constructor-injection ;) (That's something I see often in code I work on and that is definitely an anti-pattern.
Here's a bit more about service locators and how they can be an anti-pattern:
http://martinfowler.com/articles/injection.html
http://blog.ploeh.dk/2010/02/03/ServiceLocatorisanAnti-Pattern/
Here's a bit more about the configure-resolve-release type pattern I hinted at:
http://blog.ploeh.dk/2010/08/30/Dontcallthecontainer;itllcallyou/
http://kozmic.net/2010/06/20/how-i-use-inversion-of-control-containers/
",3,3
945456,20545541,Observer Pattern in C#,"I'm going through the (fantastic) book  and need some clarification on the observer pattern.  The following little bit of code simulates a device (CurrentConditionDisplay) that listens for updates on weather patterns.
interfaces:

Observer

Subject

To use these classes in my Program.cs I'm creating once instnce of  and passing that object as parameter to the constructor of .  A problem that I see with this current setup is that  has one method  which takes  as parameters.  I see no guarantee that the Subject (WeatherData) has to have these fields in the first place.  Should I add another interface or abstract base class to ensure that when  is called, all the fields being updated in that method are actually in the ?
",20546648,2,"I feel the same thing you do... having a rather generic sounding  interface have a specific method signature that really only applies when observing  feels icky!
I'd much rather have something like this:

With an observer that would look something like this (snipped some extra code here):

And just to make myself clear, my generic  for  would be an object that encapsulates a weather update:

And  would have to be changed to include the generic parameter as well:

",3,3
945456,13731918,Building Generic Apps - Allowing Customer-specific Options,"I've built an open source application, and I'd be curious to know how others are handling customer-specific requests. It's important to me to keep the app simple; I'm not trying to make it all things for all people. Apps can get bloated, complex, and just about unusable that way. However, there are some customer-specific options that would be nice (it just wouldn't apply to all customers). For example...
Say we have a domain entity called Server. In the UI, we let a customer pick from a list of servers. For one company, it's helpful to filter the servers by location (US, Germany, France, etc...). It would be easy enough to add a server property like this:

My concern is that Server could become bloated with properties over time. And even if I only add location, not all customers would care about that property.
One option is to allow for user-defined fields:

Is that the best way to handle this? I don't like the fact that type safety is gone by making everything a string. Are there other/better ways that people are handling issues like this? Is there even a design pattern for something like this?
",13733101,0,"I approach from Python that I think would work rather well hear is a dictionary. The key is your field name, the value is the, errrrr... value ;)
It'd be simple enough to represent in a database too.
",3,3
945456,16179468,Reusing Connection string,"Please see the code below:

This code is called as part of a batch processing job i.e. it could be called ten million times in a day all at once.  The connection string for the audit database is stored in an encrypted database table i.e. tbl_database (getDatabaseTypeByDescription queries this table).  Therefore the database must be queried up to ten million times to get the same connection string ten million times.  Is it bad practice to put the connection string in a static variable or is there a better way?
I realise it would be better to put the connection string in the config file but I am hoping to be consistent.
",16180287,1,"Although this answer isn't very specific to .NET, I'd actually recommend approach mentioned in The Twelve-Factor App, excerpt below taken from the section on config.

Store Config in the Environment
The twelve-factor app stores config in environment variables (often shortened to env vars or env). Env vars are easy to change between deploys without changing any code; unlike config files, there is little chance of them being checked into the code repo accidentally; and unlike custom config files, or other config mechanisms...

The document is targeted more towards apps, but I think a similar approach would work nice here. You can make the call to the database to get the connection string once, and then store it in your process or app domain environment. This will also give you fairly good flexibility when it comes to testing as well.
",3,3
945456,13148172,Which design pattern should I use?,"I have the following code which executes in sequence, method after another.
I load the request, perform a couple of checks like checking if a response already exists for this request, if not, I call the service and receive the response which I save to the DB.
I was looking for a design pattern I can use in such a case, I thought of posting this here and get some ideas.

",13148260,0,"It seems like it'd be more useful for several of these methods to be functions. So instead of having a method who's responsibility is to both check for a condition and do some other actions, you have a function that checks for a condition then the method that called it does some action depending on the result. (Kind of the SRP applied to methods...)

",3,3
949681,20545541,Observer Pattern in C#,"I'm going through the (fantastic) book  and need some clarification on the observer pattern.  The following little bit of code simulates a device (CurrentConditionDisplay) that listens for updates on weather patterns.
interfaces:

Observer

Subject

To use these classes in my Program.cs I'm creating once instnce of  and passing that object as parameter to the constructor of .  A problem that I see with this current setup is that  has one method  which takes  as parameters.  I see no guarantee that the Subject (WeatherData) has to have these fields in the first place.  Should I add another interface or abstract base class to ensure that when  is called, all the fields being updated in that method are actually in the ?
",20545897,0,"Your right, with the current implementation there is no guarantee that the observer has the temperature, humidity and pressure properties.  It doesn't matter as what is guaranteed is that you will receive this information with the update method is called.
ADDITIONAL READING
For clarity, consider taking a look at the real-world example:
DoFactory.com: Observer Pattern
Another great resource:
PluralSight.com: Design Patterns Library
",0,1
